id,industry,state,request_date,term,employee_count,business_new,business_type,location,other_loans,loan_amount,insured_amount,default_status
4235915007,Agriculture,MS,02-Sep-10,13,3,New,0,Rural,N,"$15,400.00","$13,090.00",0
4084255001,Administration,MA,18-May-10,84,1,New,0,Rural,Y,"$33,603.00","$7,500.00",0
3955515009,Hotel,IA,11-Mar-10,93,30,New,0,Rural,N,"$560,000.00","$504,000.00",1
4122685003,Administration,SD,04-Jun-10,35,2,Existing,0,Rural,N,"$25,000.00","$21,250.00",1
4043315010,Trading,LA,22-Apr-10,36,50,New,0,Rural,N,"$350,000.00","$175,000.00",0
3870445002,Trading,FL,25-Jan-10,120,1,New,0,Rural,N,"$12,500.00","$11,250.00",0
3728225005,Healthcare,OK,02-Nov-09,312,1,Existing,0,Rural,N,"$603,000.00","$542,700.00",0
3976095002,Manufacturing,NY,19-Mar-10,48,1,Existing,0,Rural,N,"$10,000.00","$5,000.00",0
4083475006,Construction,FL,17-May-10,84,7,New,0,Rural,Y,"$148,239.00","$50,000.00",0
3747325006,Construction,CA,12-Nov-09,100,5,New,0,Rural,N,"$15,000.00","$13,500.00",1
3955145005,Healthcare,GA,11-Mar-10,120,80,New,0,Rural,N,"$700,000.00","$530,040.00",0
4195425007,Hotel,OH,06-Aug-10,84,10,New,0,Rural,Y,"$90,592.00","$22,500.00",0
4024995009,Real Estate,UT,13-Apr-10,60,3,New,0,Rural,N,"$64,000.00","$32,000.00",0
3825215004,Manufacturing,SD,24-Dec-09,180,11,New,0,Rural,N,"$1,225,000.00","$1,102,500.00",0
3752005009,Manufacturing,IL,16-Nov-09,240,54,New,0,Rural,N,"$987,000.00","$1,082,000.00",0
4264645008,Others,NE,24-Sep-10,180,1,Existing,0,Rural,N,"$84,000.00","$71,400.00",0
4071715009,Consulting,GA,11-May-10,84,4,New,0,Rural,Y,"$240,000.00","$50,000.00",0
3891115007,Trading,MN,05-Feb-10,78,4,New,0,Rural,N,"$33,600.00","$33,600.00",0
3865795008,Trading,NJ,21-Jan-10,240,12,New,0,Rural,N,"$1,144,000.00","$1,211,000.00",0
4063915010,Trading,CA,05-May-10,303,18,New,0,Rural,N,"$100,000.00","$75,000.00",0
3936055007,Construction,TX,25-Feb-10,12,55,New,0,Rural,Y,"$370,000.00","$125,000.00",0
3937515005,Manufacturing,IN,26-Feb-10,60,2,New,0,Rural,N,"$27,000.00","$13,500.00",0
3682755004,Transportation,GA,07-Oct-09,111,5,New,0,Rural,N,"$10,000.00","$9,000.00",1
3861585007,Hotel,MT,19-Jan-10,88,0,Existing,1,Rural,N,"$232,000.00","$208,800.00",0
4270635001,Manufacturing,IL,29-Sep-10,60,3,New,0,Rural,N,"$40,600.00","$20,300.00",0
3781695005,Consulting,IL,21-Nov-09,84,45,New,0,Rural,N,"$400,000.00","$360,000.00",0
3849545003,Agriculture,SD,12-Jan-10,180,2,New,0,Rural,N,"$150,000.00","$75,000.00",0
4094955003,Construction,ID,21-May-10,7,7,New,0,Rural,Y,"$505,000.00","$50,000.00",1
3820015004,Consulting,TX,24-Dec-09,240,3,New,0,Rural,N,"$141,000.00","$141,000.00",0
4183285005,Construction,MO,28-Jul-10,78,1,New,0,Rural,N,"$103,500.00","$87,975.00",1
3882355007,Engineering,FL,01-Feb-10,61,6,New,0,Rural,N,"$13,000.00","$13,000.00",1
3838355010,Hotel,TX,31-Dec-09,64,4,New,1,Rural,N,"$25,000.00","$22,500.00",1
4211475001,Consulting,NY,17-Aug-10,84,1,Existing,0,Rural,Y,"$54,549.00","$12,500.00",0
3794635008,Education,TN,04-Dec-09,91,2,Existing,0,Rural,N,"$7,500.00","$6,375.00",1
4231895006,Consulting,VA,31-Aug-10,12,3,New,0,Rural,Y,"$27,323.00","$10,000.00",0
3808405000,Trading,NH,15-Dec-09,72,7,Existing,0,Rural,N,"$117,000.00","$99,450.00",0
4250555004,Hotel,NE,14-Sep-10,36,2,Existing,0,Rural,N,"$50,000.00","$42,500.00",1
3849895003,Trading,CT,12-Jan-10,24,2,New,0,Rural,Y,"$35,660.00","$12,000.00",0
4045015007,Administration,MO,23-Apr-10,60,2,New,0,Rural,N,"$10,000.00","$5,000.00",0
4227005005,Healthcare,CO,26-Aug-10,90,1,Existing,0,Rural,N,"$150,000.00","$127,500.00",0
3889235009,Consulting,IN,04-Feb-10,84,1,Existing,0,Rural,N,"$180,000.00","$162,000.00",0
3785925010,Trading,IN,25-Nov-09,103,5,New,0,Rural,N,"$5,000.00","$4,250.00",1
4155805009,Entertainment,OK,06-Jul-10,84,1,Existing,0,Rural,N,"$60,000.00","$51,000.00",0
4202915000,Trading,IA,11-Aug-10,120,3,New,0,Rural,N,"$15,000.00","$12,750.00",1
4034125010,Healthcare,UT,16-Apr-10,12,4,Existing,0,Rural,Y,"$25,308.00","$12,500.00",0
3781105003,Manufacturing,CT,21-Nov-09,84,20,New,0,Rural,N,"$1,300,000.00","$1,170,000.00",0
3986715002,Transportation,TX,24-Mar-10,32,1,Existing,0,Rural,N,"$15,300.00","$7,650.00",0
3737155010,Manufacturing,NV,06-Nov-09,36,25,New,0,Rural,Y,"$374,182.00","$60,000.00",0
4058595005,Trading,MI,03-May-10,120,2,Existing,0,Rural,N,"$400,000.00","$360,000.00",0
3779785009,Administration,MN,21-Nov-09,120,70,New,0,Rural,N,"$1,528,000.00","$1,259,683.00",0
3692365009,Trading,NY,14-Oct-09,38,2,New,0,Rural,Y,"$45,185.00","$12,500.00",1
3702685005,Manufacturing,AZ,20-Oct-09,240,8,New,0,Rural,N,"$500,000.00","$300,000.00",0
3839765006,Consulting,MO,04-Jan-10,75,25,New,0,Rural,N,"$35,000.00","$35,000.00",0
4059915007,Trading,OR,03-May-10,73,4,New,0,Rural,N,"$75,000.00","$37,500.00",1
4135205009,Consulting,TN,17-Jun-10,120,1,New,0,Rural,N,"$5,000.00","$4,250.00",1
4174145007,Consulting,CA,20-Jul-10,96,28,New,0,Rural,N,"$104,400.00","$88,740.00",0
4218735010,Healthcare,FL,20-Aug-10,240,7,New,0,Rural,N,"$170,000.00","$170,000.00",0
3723095004,Trading,NC,29-Oct-09,98,5,New,0,Rural,N,"$20,000.00","$18,000.00",1
3892805004,Construction,IL,05-Feb-10,53,10,New,0,Rural,N,"$35,000.00","$35,000.00",1
3745775008,Trading,MA,12-Nov-09,240,5,New,0,Rural,N,"$665,000.00","$665,000.00",0
3770325004,Administration,WA,20-Nov-09,44,1,New,0,Rural,N,"$35,000.00","$35,000.00",1
4222165008,Others,IA,24-Aug-10,52,1,New,0,Rural,N,"$35,000.00","$35,000.00",1
4118835008,Construction,PA,02-Jun-10,14,32,New,0,Rural,N,"$50,000.00","$25,000.00",0
4151315007,Real Estate,MO,01-Jul-10,43,1,New,1,Rural,N,"$35,000.00","$35,000.00",1
3729675002,Construction,OK,03-Nov-09,109,4,New,0,Rural,N,"$227,500.00","$204,750.00",1
3854055003,Construction,TX,13-Jan-10,78,1,New,0,Rural,N,"$35,000.00","$35,000.00",1
3709085005,Healthcare,VA,22-Oct-09,84,1,Existing,0,Rural,N,"$25,000.00","$22,500.00",0
4144915001,Others,FL,24-Jun-10,65,2,New,0,Rural,N,"$25,000.00","$21,250.00",1
4051655007,Hotel,CT,28-Apr-10,48,2,New,0,Rural,Y,"$57,184.00","$25,000.00",0
4093865009,Trading,NY,21-May-10,180,27,New,0,Rural,N,"$760,000.00","$684,000.00",0
3795285001,Healthcare,MN,04-Dec-09,66,6,New,0,Rural,Y,"$50,000.00","$37,500.00",1
3696055007,Trading,MO,16-Oct-09,88,3,New,0,Rural,N,"$50,000.00","$25,000.00",1
4208305006,Others,CA,13-Aug-10,67,0,Existing,0,Rural,Y,"$10,000.00","$8,500.00",1
3965835004,Manufacturing,MI,15-Mar-10,48,59,New,0,Rural,N,"$850,000.00","$765,000.00",0
3777255010,Administration,UT,20-Nov-09,84,3,Existing,0,Rural,N,"$240,000.00","$216,000.00",1
3735635008,Manufacturing,MA,05-Nov-09,32,1,New,0,Rural,N,"$25,000.00","$12,500.00",1
3821735010,Healthcare,CO,24-Dec-09,84,2,Existing,1,Rural,N,"$391,000.00","$351,900.00",0
3726095010,Consulting,MI,02-Nov-09,312,10,New,0,Rural,N,"$1,369,535.00","$1,395,000.00",0
4264905003,Transportation,UT,24-Sep-10,36,1,Existing,0,Rural,N,"$36,000.00","$30,600.00",0
4047995001,Others,CA,26-Apr-10,84,10,New,0,Rural,Y,"$70,255.00","$17,500.00",0
3784585002,Manufacturing,CA,24-Nov-09,240,52,New,0,Rural,N,"$2,000,000.00","$2,000,000.00",0
4044715003,Trading,MI,23-Apr-10,60,0,New,0,Rural,Y,"$75,896.00","$12,500.00",0
3961695002,Manufacturing,AZ,11-Mar-10,80,20,New,0,Rural,N,"$1,147,000.00","$1,032,300.00",1
3749945008,Hotel,OH,13-Nov-09,71,4,New,1,Rural,N,"$15,000.00","$13,500.00",1
4231395009,Manufacturing,IL,30-Aug-10,12,22,New,0,Rural,Y,"$800,000.00","$720,000.00",0
3849565009,Consulting,WA,12-Jan-10,300,9,New,0,Rural,N,"$1,610,000.00","$1,458,000.00",0
3874975005,Construction,AZ,27-Jan-10,106,2,Existing,0,Rural,N,"$7,500.00","$6,750.00",1
3919795004,Healthcare,MI,19-Feb-10,300,12,New,0,Rural,N,"$688,500.00","$619,650.00",0
3699745008,Manufacturing,NY,19-Oct-09,52,6,Existing,0,Rural,Y,"$301,592.00","$87,500.00",1
3774095004,Finance,IA,20-Nov-09,90,1,Existing,0,Rural,N,"$74,800.00","$37,400.00",0
4258335002,Others,NY,20-Sep-10,84,1,New,0,Rural,N,"$27,500.00","$13,750.00",0
3985385008,Hotel,CA,23-Mar-10,75,0,Existing,0,Rural,N,"$100,000.00","$90,000.00",1
4071935005,Construction,ID,11-May-10,55,3,New,0,Rural,Y,"$40,369.00","$10,000.00",1
3900845006,Construction,CA,11-Feb-10,5,30,New,0,Rural,Y,"$545,000.00","$150,000.00",1
3951585000,Finance,MI,11-Mar-10,84,2,New,0,Rural,Y,"$25,000.00","$12,500.00",0
3878165006,Manufacturing,UT,28-Jan-10,84,2,Existing,0,Rural,Y,"$92,156.00","$25,250.00",0
3676215010,Construction,MO,03-Oct-09,53,2,New,0,Rural,N,"$35,000.00","$35,000.00",1
3900745000,Administration,RI,11-Feb-10,12,2,New,0,Rural,N,"$10,000.00","$9,000.00",0
3817485004,Consulting,CA,22-Dec-09,97,1,Existing,0,Rural,N,"$5,000.00","$4,250.00",1
3868625009,Transportation,UT,22-Jan-10,84,2,New,0,Rural,Y,"$35,000.00","$17,500.00",0
3689295000,Hotel,AZ,13-Oct-09,120,2,Existing,1,Rural,N,"$148,592.00","$160,200.00",0
4067485009,Administration,MA,07-May-10,84,35,New,0,Rural,N,"$670,000.00","$603,000.00",0
3936185000,Manufacturing,WA,25-Feb-10,53,2,New,0,Rural,Y,"$59,512.00","$17,500.00",1
4167395003,Healthcare,TX,14-Jul-10,120,7,New,0,Rural,N,"$365,000.00","$273,750.00",0
3827175009,Construction,TX,24-Dec-09,168,51,New,0,Rural,N,"$2,000,000.00","$1,500,000.00",0
3735215000,Hotel,OH,05-Nov-09,32,2,Existing,0,Rural,N,"$75,000.00","$67,500.00",1
3869415007,Administration,CO,25-Jan-10,63,25,New,0,Rural,Y,"$228,198.00","$50,000.00",1
4060985003,Hotel,NY,04-May-10,107,4,Existing,0,Rural,N,"$5,000.00","$4,500.00",1
3740825000,Real Estate,CA,09-Nov-09,300,1,Existing,0,Rural,N,"$632,100.00","$568,890.00",0
3690595004,Healthcare,UT,13-Oct-09,84,10,New,0,Rural,Y,"$350,000.00","$175,000.00",0
3928425000,Healthcare,MN,22-Feb-10,240,330,New,0,Rural,N,"$332,000.00","$332,000.00",0
4270465009,Others,WA,29-Sep-10,6,18,New,1,Rural,N,"$29,800.00","$29,800.00",0
3855185009,Trading,CA,13-Jan-10,120,2,Existing,0,Rural,N,"$96,600.00","$86,940.00",0
3955475010,Hotel,SD,11-Mar-10,60,2,Existing,0,Rural,N,"$25,000.00","$22,500.00",1
3929915007,Agriculture,MS,23-Feb-10,60,2,New,0,Rural,N,"$150,000.00","$135,000.00",0
4140305009,Manufacturing,MI,23-Jun-10,60,2,New,0,Rural,N,"$10,000.00","$5,000.00",0
3690115000,Trading,IA,13-Oct-09,58,3,New,0,Rural,N,"$35,000.00","$35,000.00",1
4185765000,Construction,IL,29-Jul-10,31,9,New,0,Rural,N,"$35,000.00","$35,000.00",1
3775725005,Hotel,IL,20-Nov-09,11,4,Existing,0,Rural,Y,"$80,574.00","$25,000.00",1
3787145005,Consulting,AZ,27-Nov-09,84,9,Existing,0,Rural,N,"$46,700.00","$23,350.00",0
3715795002,Consulting,ID,27-Oct-09,73,13,New,0,Rural,N,"$35,000.00","$35,000.00",0
4245805002,Consulting,CA,10-Sep-10,84,1,Existing,0,Rural,Y,"$10,150.00","$5,000.00",0
3904295004,Hotel,MI,12-Feb-10,41,0,New,0,Rural,N,"$81,599.00","$43,750.00",1
3919675003,Trading,OH,19-Feb-10,78,10,Existing,0,Rural,N,"$35,000.00","$35,000.00",0
3892085002,Consulting,PA,05-Feb-10,60,24,New,0,Rural,Y,"$200,000.00","$100,000.00",0
3792715004,Healthcare,FL,03-Dec-09,60,7,New,0,Rural,Y,"$25,000.00","$12,500.00",1
3818885008,Transportation,WI,23-Dec-09,84,30,New,0,Rural,N,"$25,000.00","$12,500.00",0
3735445010,Education,MD,05-Nov-09,78,2,New,0,Rural,N,"$35,000.00","$35,000.00",0
3883465007,Manufacturing,MO,02-Feb-10,120,1,Existing,0,Rural,N,"$787,000.00","$708,300.00",0
4120775002,Hotel,MT,03-Jun-10,64,3,New,0,Rural,N,"$36,500.00","$31,025.00",0
4066195003,Others,OK,06-May-10,84,7,Existing,0,Rural,N,"$60,000.00","$30,000.00",0
4182785000,Trading,WA,27-Jul-10,84,2,New,0,Rural,Y,"$59,652.00","$17,500.00",0
3883065005,Administration,CA,01-Feb-10,18,9,New,1,Rural,N,"$35,000.00","$35,000.00",0
3972005000,Administration,MA,17-Mar-10,60,5,New,0,Rural,Y,"$15,000.00","$7,500.00",0
4137955004,Consulting,IL,21-Jun-10,84,23,New,0,Rural,Y,"$782,185.00","$125,000.00",0
4058215007,Healthcare,CA,01-May-10,84,2,New,0,Rural,Y,"$283,750.00","$50,000.00",0
3884855008,Construction,UT,02-Feb-10,59,1,New,0,Rural,Y,"$56,965.00","$15,000.00",1
4060235001,Hotel,MA,04-May-10,72,4,New,1,Rural,N,"$240,000.00","$216,000.00",0
4165955001,Construction,MO,14-Jul-10,60,20,New,0,Rural,N,"$70,000.00","$59,500.00",0
4145265009,Construction,MT,24-Jun-10,78,3,New,0,Rural,N,"$35,000.00","$35,000.00",0
4274045009,Others,MN,30-Sep-10,240,6,New,0,Rural,N,"$330,000.00","$330,000.00",0
3722485001,Hotel,MA,29-Oct-09,39,0,Existing,0,Rural,N,"$45,000.00","$40,500.00",1
4181555010,Real Estate,FL,27-Jul-10,78,1,New,0,Rural,N,"$12,600.00","$12,600.00",0
3912675000,Administration,TX,17-Feb-10,36,6,New,0,Rural,N,"$7,000.00","$3,500.00",0
4105575003,Consulting,TX,26-May-10,12,5,New,0,Rural,N,"$75,000.00","$37,500.00",0
4163105000,Others,CA,12-Jul-10,84,12,New,0,Rural,Y,"$631,915.00","$100,000.00",0
4065445004,Engineering,MA,06-May-10,84,5,New,0,Rural,Y,"$447,297.00","$100,000.00",0
3745665010,Hotel,NY,12-Nov-09,105,11,New,1,Rural,N,"$10,000.00","$9,000.00",1
4103885009,Education,CA,26-May-10,84,1,Existing,0,Rural,Y,"$10,000.00","$5,000.00",0
4055505005,Trading,CA,29-Apr-10,44,2,New,0,Rural,N,"$35,000.00","$35,000.00",1
4072925004,Trading,NY,11-May-10,60,5,New,0,Rural,Y,"$78,000.00","$25,000.00",0
3729395001,Real Estate,IN,03-Nov-09,84,30,New,0,Rural,N,"$1,200,000.00","$1,080,000.00",0
3775515001,Trading,TX,20-Nov-09,84,200,New,0,Rural,N,"$597,700.00","$540,000.00",0
4052425010,Administration,IN,28-Apr-10,84,150,New,0,Rural,N,"$100,000.00","$90,000.00",0
4075295000,Trading,NE,12-May-10,120,1,New,0,Rural,N,"$25,000.00","$22,500.00",0
3992865008,Manufacturing,OH,25-Mar-10,93,3,New,0,Rural,N,"$15,000.00","$13,500.00",1
3719345004,Consulting,NY,28-Oct-09,240,4,New,0,Rural,N,"$86,000.00","$86,000.00",0
3922685007,Healthcare,NY,19-Feb-10,84,1,Existing,0,Rural,Y,"$31,000.00","$12,500.00",0
3814325007,Construction,KY,21-Dec-09,48,6,Existing,0,Rural,N,"$60,000.00","$51,000.00",1
4056115008,Healthcare,KS,30-Apr-10,53,4,New,0,Rural,Y,"$25,273.00","$12,500.00",1
4054885001,Engineering,MO,29-Apr-10,76,2,New,0,Rural,N,"$25,000.00","$22,500.00",1
4260885002,Administration,TX,22-Sep-10,64,25,New,0,Rural,N,"$30,000.00","$15,000.00",1
4167305009,Trading,OK,14-Jul-10,36,2,Existing,0,Rural,Y,"$184,737.00","$50,000.00",0
3937715006,Trading,CA,26-Feb-10,12,5,New,0,Rural,N,"$50,000.00","$25,000.00",0
4170275003,Hotel,NE,16-Jul-10,246,4,Existing,0,Rural,N,"$347,600.00","$260,700.00",0
3734085007,Administration,NY,05-Nov-09,84,8,New,0,Rural,N,"$50,000.00","$25,000.00",0
4167975000,Trading,CT,14-Jul-10,84,2,New,0,Rural,N,"$228,800.00","$114,400.00",0
4095855010,Administration,IL,24-May-10,78,9,New,0,Rural,N,"$35,000.00","$35,000.00",0
4119145004,Trading,MT,02-Jun-10,60,4,New,0,Rural,N,"$35,000.00","$35,000.00",1
4068165009,Transportation,OH,07-May-10,49,13,New,0,Rural,N,"$177,700.00","$88,850.00",1
4231945008,Construction,FL,31-Aug-10,36,1,Existing,0,Rural,N,"$15,000.00","$7,500.00",0
4199015010,Transportation,NY,09-Aug-10,84,4,New,0,Rural,Y,"$90,000.00","$45,000.00",0
3771545002,Others,RI,20-Nov-09,60,11,New,0,Rural,N,"$72,000.00","$64,800.00",0
3897815006,Hotel,WI,10-Feb-10,300,19,New,1,Rural,N,"$1,320,000.00","$1,188,000.00",0
3796055004,Trading,NH,07-Dec-09,69,4,New,0,Rural,Y,"$81,961.00","$25,000.00",1
3687965007,Transportation,MT,09-Oct-09,13,29,New,0,Rural,Y,"$150,000.00","$75,000.00",0
3695215005,Others,CO,15-Oct-09,55,6,New,0,Rural,N,"$35,000.00","$35,000.00",1
3856775000,Agriculture,GA,14-Jan-10,84,2,New,0,Rural,N,"$61,000.00","$30,500.00",0
3688715004,Healthcare,OH,13-Oct-09,62,4,New,0,Rural,N,"$25,000.00","$12,500.00",0
3978575008,Administration,WI,19-Mar-10,60,5,Existing,0,Rural,N,"$273,200.00","$136,600.00",0
4135945008,Healthcare,NC,18-Jun-10,3,30,Existing,0,Rural,N,"$181,300.00","$90,650.00",1
3694895008,Healthcare,OH,15-Oct-09,84,4,New,0,Rural,N,"$100,000.00","$90,000.00",0
3818235001,Consulting,MN,23-Dec-09,78,4,New,0,Rural,N,"$35,000.00","$35,000.00",0
4189045004,Transportation,GA,02-Aug-10,120,3,New,1,Rural,N,"$15,000.00","$12,750.00",0
4225675003,Healthcare,KS,26-Aug-10,50,4,New,0,Rural,N,"$25,000.00","$21,250.00",1
4037115002,Manufacturing,CO,19-Apr-10,37,80,New,0,Rural,Y,"$3,422,866.00","$1,125,000.00",0
4217105007,Consulting,AZ,20-Aug-10,47,2,New,0,Rural,N,"$25,000.00","$12,500.00",1
4245665008,Real Estate,GA,10-Sep-10,57,1,New,0,Rural,N,"$35,000.00","$35,000.00",1
3708785001,Trading,OH,22-Oct-09,35,4,Existing,0,Rural,Y,"$20,000.00","$10,000.00",1
4129115010,Hotel,GA,09-Jun-10,48,0,Existing,0,Rural,N,"$40,000.00","$20,000.00",1
3864985004,Others,MT,21-Jan-10,180,2,Existing,0,Rural,N,"$160,600.00","$144,540.00",0
4197875006,Transportation,FL,09-Aug-10,49,2,New,0,Rural,Y,"$120,000.00","$50,000.00",1
3696665002,Hotel,ME,16-Oct-09,22,6,New,0,Rural,N,"$6,000.00","$3,000.00",1
4015465001,Manufacturing,MI,07-Apr-10,8,30,New,0,Rural,Y,"$750,000.00","$675,000.00",0
3851455010,Trading,NY,12-Jan-10,83,3,New,0,Rural,N,"$197,300.00","$177,570.00",1
3693505005,Administration,TX,15-Oct-09,120,2,Existing,1,Rural,N,"$150,000.00","$135,000.00",0
4039705006,Engineering,MN,21-Apr-10,78,2,New,0,Rural,N,"$35,000.00","$35,000.00",0
3855425009,Consulting,KY,14-Jan-10,34,4,New,0,Rural,Y,"$62,325.00","$20,000.00",1
4277995007,Construction,HI,30-Sep-10,7,7,New,0,Rural,N,"$50,000.00","$25,000.00",0
4127185005,Hotel,MS,08-Jun-10,36,10,Existing,1,Rural,Y,"$10,200.00","$8,670.00",0
4226035001,Consulting,NJ,26-Aug-10,84,7,New,0,Rural,Y,"$30,000.00","$15,000.00",0
3752025004,Manufacturing,TX,16-Nov-09,29,1,Existing,1,Rural,N,"$150,000.00","$135,000.00",1
3903095001,Construction,AL,11-Feb-10,83,3,New,0,Rural,N,"$5,000.00","$4,500.00",1
4001115000,Administration,NJ,31-Mar-10,63,2,New,0,Rural,N,"$15,500.00","$15,500.00",1
4165825008,Consulting,NY,14-Jul-10,84,6,New,0,Rural,Y,"$83,257.00","$25,000.00",0
3845745007,Trading,NC,07-Jan-10,16,3,New,0,Rural,N,"$35,000.00","$17,500.00",1
3907975002,Healthcare,KS,16-Feb-10,59,1,Existing,0,Rural,N,"$128,000.00","$115,200.00",1
4194225004,Consulting,CO,05-Aug-10,84,30,New,0,Rural,Y,"$1,490,635.00","$175,000.00",0
4234645007,Hotel,GA,01-Sep-10,300,10,New,0,Rural,N,"$402,586.00","$316,500.00",0
3883825008,Trading,TX,02-Feb-10,64,6,New,0,Rural,N,"$106,000.00","$53,000.00",1
3875215002,Construction,CO,27-Jan-10,84,10,New,0,Rural,N,"$390,000.00","$351,000.00",0
3988955008,Manufacturing,IL,24-Mar-10,75,2,Existing,1,Rural,N,"$5,000.00","$4,500.00",1
4082675005,Administration,ME,17-May-10,84,5,New,0,Rural,Y,"$46,501.00","$12,500.00",0
4179215003,Trading,SD,23-Jul-10,84,14,New,0,Rural,N,"$10,000.00","$5,000.00",0
3804355001,Hotel,CA,11-Dec-09,96,5,New,1,Rural,N,"$7,500.00","$6,375.00",1
3740575008,Manufacturing,WI,09-Nov-09,60,14,New,0,Rural,N,"$150,000.00","$75,000.00",0
3809715001,Education,IL,16-Dec-09,84,1,Existing,1,Rural,N,"$111,000.00","$94,350.00",0
4136965005,Construction,LA,19-Jun-10,84,3,New,0,Rural,Y,"$35,000.00","$17,500.00",0
4104895003,Healthcare,TX,26-May-10,46,4,Existing,0,Rural,N,"$25,000.00","$21,250.00",1
3852085008,Trading,NY,12-Jan-10,99,1,New,0,Rural,N,"$5,000.00","$4,500.00",1
3951325003,Agriculture,OH,11-Mar-10,60,2,New,0,Rural,N,"$41,000.00","$20,500.00",0
4151835010,Education,TX,01-Jul-10,123,0,Existing,0,Rural,N,"$50,000.00","$42,500.00",0
3795815005,Trading,NY,07-Dec-09,72,6,New,0,Rural,Y,"$74,400.00","$17,500.00",0
4063795000,Healthcare,NY,05-May-10,84,0,New,0,Rural,N,"$38,100.00","$19,050.00",0
4043215004,Others,GA,22-Apr-10,49,1,Existing,0,Rural,Y,"$10,000.00","$5,000.00",1
4085845003,Construction,OH,18-May-10,39,0,New,0,Rural,N,"$12,800.00","$6,400.00",0
4200565009,Manufacturing,GA,10-Aug-10,60,12,New,0,Rural,N,"$100,000.00","$90,000.00",0
3711055006,Consulting,NY,23-Oct-09,300,17,New,0,Rural,N,"$1,900,000.00","$1,499,860.00",0
3768285006,Education,CA,19-Nov-09,123,19,Existing,0,Rural,N,"$134,600.00","$132,930.00",0
3804515001,Administration,OH,11-Dec-09,112,1,New,0,Rural,N,"$5,000.00","$4,250.00",1
3896285000,Manufacturing,IL,09-Feb-10,120,98,New,0,Rural,N,"$1,600,000.00","$1,440,000.00",0
3881955008,Transportation,VA,01-Feb-10,60,2,Existing,0,Rural,N,"$50,000.00","$25,000.00",0
4220785002,Others,NY,24-Aug-10,240,19,New,0,Rural,N,"$383,000.00","$383,000.00",0
3731065006,Construction,CA,03-Nov-09,111,7,New,0,Rural,N,"$200,000.00","$180,000.00",1
4225935009,Trading,TX,26-Aug-10,37,2,New,0,Rural,N,"$52,300.00","$44,455.00",1
3879525009,Trading,MD,29-Jan-10,240,6,New,0,Rural,N,"$598,000.00","$598,000.00",0
3962415001,Others,WA,12-Mar-10,99,2,New,0,Rural,N,"$341,000.00","$309,150.00",1
3771125005,Agriculture,WI,20-Nov-09,96,21,New,0,Rural,N,"$1,200,000.00","$1,080,000.00",0
4253805002,Hotel,WI,16-Sep-10,60,4,Existing,1,Rural,N,"$60,000.00","$51,000.00",0
